ID,class,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkRoot,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,ringNumber,ringType,sporePrintColor,population,habitat
6241,edible,flat,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
6242,edible,convex,scaly,yellow,bruises,ansie,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,1,pendant,brown,solitary,paths
6243,poisonous,convex,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,woods
6244,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
6245,edible,bell,smooth,white,bruises,ansie,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,grasses
6246,poisonous,flat,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,several,paths
6247,edible,convex,smooth,brown,none,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,scattered,grasses
6248,poisonous,convex,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,grasses
6249,edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,brown,several,woods
6250,edible,knobbed,smooth,white,none,none,free,crowded,broad,gray,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
6251,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,leaves
6252,poisonous,bell,scaly,white,bruises,none,free,close,broad,white,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,green,several,meadows
6253,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,several,urban
6254,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,grasses
6255,poisonous,flat,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,paths
6256,poisonous,flat,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,leaves
6257,edible,convex,smooth,gray,none,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
6258,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,woods
6259,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,several,woods
6260,edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
6261,edible,convex,smooth,white,none,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,scattered,grasses
6262,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,scattered,urban
6263,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,leaves
6264,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,grasses
6265,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,woods
6266,poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,1,pendant,black,scattered,urban
6267,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,several,grasses
6268,poisonous,flat,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,woods
6269,edible,flat,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,several,woods
6270,edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,solitary,woods
6271,edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,solitary,woods
6272,poisonous,flat,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,grasses
6273,poisonous,convex,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,woods
6274,edible,knobbed,smooth,brown,none,none,attached,close,broad,brown,enlarging,cup,smooth,smooth,orange,orange,1,pendant,brown,clustered,leaves
6275,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,paths
6276,edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,several,woods
6277,edible,flat,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,solitary,woods
6278,edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,solitary,woods
6279,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,woods
6280,edible,flat,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,several,woods
6281,edible,convex,fibrous,white,none,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
6282,poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,1,pendant,black,several,urban
6283,poisonous,convex,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,woods
6284,poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,black,several,urban
6285,poisonous,knobbed,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,paths
6286,edible,convex,smooth,white,none,none,free,crowded,broad,white,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
6287,poisonous,convex,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,paths
6288,poisonous,convex,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
6289,edible,convex,scaly,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
6290,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,solitary,paths
6291,edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,black,several,woods
6292,edible,flat,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,solitary,woods
6293,edible,convex,fibrous,white,bruises,ansie,free,crowded,narrow,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,purple,several,woods
6294,poisonous,flat,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,paths
6295,edible,flat,scaly,brown,none,none,free,crowded,narrow,white,enlarging,bulbuous,smooth,smooth,white,brown,1,evanescent,white,several,leaves
6296,poisonous,knobbed,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
6297,poisonous,flat,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,paths
6298,poisonous,knobbed,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,paths
6299,edible,flat,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,black,several,woods
6300,edible,convex,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,brown,clustered,leaves
6301,edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,solitary,woods
6302,edible,flat,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
6303,edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,black,solitary,woods
6304,poisonous,flat,scaly,brown,none,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,0,none,white,clustered,woods
6305,poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,black,several,grasses
6306,edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6307,edible,flat,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,several,woods
6308,poisonous,flat,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,paths
6309,poisonous,convex,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
6310,poisonous,flat,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,woods
6311,edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6312,poisonous,knobbed,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
6313,edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,solitary,woods
6314,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,smooth,smooth,white,white,1,pendant,chocolate,several,urban
6315,poisonous,knobbed,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,paths
6316,edible,flat,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,several,woods
6317,edible,flat,smooth,brown,none,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
6318,poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,scattered,urban
6319,edible,flat,fibrous,white,none,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,scattered,grasses
6320,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,grasses
6321,edible,flat,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,solitary,woods
6322,poisonous,flat,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,woods
6323,poisonous,flat,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,woods
6324,edible,bell,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
6325,edible,sunken,fibrous,gray,none,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,urban
6326,edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,several,woods
6327,poisonous,knobbed,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,paths
6328,poisonous,knobbed,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,paths
6329,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
6330,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,grasses
6331,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,several,woods
6332,edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,several,woods
6333,edible,convex,fibrous,gray,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,abundant,grasses
6334,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,grasses
6335,edible,flat,smooth,yellow,bruises,almond,free,crowded,narrow,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,purple,several,woods
6336,edible,convex,fibrous,gray,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
6337,edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6338,poisonous,bell,fibrous,brown,none,none,free,close,narrow,white,enlarging,cup,silky,scaly,white,yellow,1,evanescent,white,several,woods
6339,edible,flat,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,several,woods
6340,edible,convex,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,grasses
6341,poisonous,knobbed,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
6342,edible,convex,scaly,cinnamon,none,none,free,crowded,narrow,white,enlarging,bulbuous,fibrous,smooth,white,brown,1,evanescent,white,several,leaves
6343,poisonous,convex,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,grasses
6344,poisonous,flat,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,several,grasses
6345,poisonous,knobbed,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,leaves
6346,poisonous,flat,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,woods
6347,edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
6348,poisonous,convex,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,grasses
6349,edible,flat,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,black,several,woods
6350,edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,solitary,woods
6351,poisonous,convex,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
6352,edible,flat,scaly,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,solitary,woods
6353,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,scattered,grasses
6354,poisonous,knobbed,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
6355,edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,black,several,woods
6356,edible,flat,smooth,white,none,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,scattered,grasses
6357,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6358,poisonous,flat,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,woods
6359,edible,convex,smooth,white,none,none,free,crowded,broad,white,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
6360,edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,solitary,woods
6361,poisonous,flat,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
6362,edible,knobbed,fibrous,white,none,none,free,crowded,broad,white,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
6363,edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,white,1,pendant,black,solitary,woods
6364,poisonous,convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,several,urban
6365,edible,convex,smooth,white,bruises,ansie,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,grasses
6366,poisonous,flat,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,woods
6367,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,several,woods
6368,edible,flat,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,solitary,woods
6369,edible,flat,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,solitary,woods
6370,edible,flat,scaly,purple,none,none,free,close,narrow,chocolate,enlarging,cup,smooth,fibrous,white,white,1,flaring,chocolate,solitary,woods
6371,edible,flat,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,solitary,woods
6372,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,paths
6373,edible,knobbed,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,buff,several,leaves
6374,edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6375,edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,black,several,woods
6376,poisonous,convex,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,paths
6377,poisonous,convex,fibrous,pink,none,creosote,free,crowded,narrow,pink,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,brown,scattered,woods
6378,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,paths
6379,edible,knobbed,smooth,gray,none,none,free,crowded,broad,pink,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
6380,poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,urban
6381,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,several,woods
6382,poisonous,convex,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,paths
6383,edible,convex,fibrous,brown,none,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,abundant,grasses
6384,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,paths
6385,edible,flat,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,solitary,woods
6386,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,grasses
6387,poisonous,flat,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,leaves
6388,edible,flat,fibrous,gray,none,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,scattered,grasses
6389,poisonous,knobbed,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
6390,edible,convex,fibrous,gray,none,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,1,evanescent,black,scattered,grasses
6391,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
6392,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,several,grasses
6393,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,grasses
6394,poisonous,flat,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,woods
6395,poisonous,knobbed,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
6396,edible,convex,smooth,brown,none,none,attached,close,broad,orange,enlarging,cup,smooth,smooth,orange,orange,1,pendant,orange,clustered,leaves
6397,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,woods
6398,edible,flat,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,1,pendant,black,scattered,paths
6399,poisonous,knobbed,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
6400,edible,bell,smooth,gray,none,none,free,crowded,broad,gray,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
6401,edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6402,edible,flat,smooth,gray,none,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
6403,edible,flat,fibrous,brown,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,scattered,grasses
6404,edible,flat,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,several,woods
6405,poisonous,flat,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,woods
6406,edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,several,woods
6407,edible,knobbed,smooth,gray,none,none,free,crowded,broad,gray,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
6408,edible,convex,smooth,white,none,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,scattered,grasses
6409,edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,black,solitary,woods
6410,poisonous,flat,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,woods
6411,poisonous,knobbed,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
6412,edible,flat,smooth,brown,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,red,white,2,evanescent,white,clustered,waste
6413,edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,solitary,woods
6414,poisonous,convex,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,woods
6415,poisonous,knobbed,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
6416,edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,several,woods
6417,edible,flat,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,white,several,paths
6418,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,grasses
6419,edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,several,woods
6420,edible,flat,fibrous,gray,none,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,1,evanescent,black,abundant,grasses
6421,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,solitary,woods
6422,poisonous,flat,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,paths
6423,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,solitary,grasses
6424,edible,convex,fibrous,white,none,none,free,crowded,broad,pink,enlarging,cup,silky,smooth,white,white,2,pendant,white,scattered,grasses
6425,edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,several,woods
6426,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,paths
6427,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,grasses
6428,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,solitary,grasses
6429,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,solitary,grasses
6430,poisonous,knobbed,scaly,brown,none,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,0,none,white,clustered,woods
6431,poisonous,flat,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,several,grasses
6432,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,grasses
6433,poisonous,convex,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,leaves
6434,edible,knobbed,smooth,buff,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,red,white,2,evanescent,white,clustered,waste
6435,poisonous,convex,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,leaves
6436,edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,black,several,woods
